program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Applied Music, B.M.|applied-music-b-m| Theory I|1310|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Theory II|1311|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Theory III|2210|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Techniques of Music Since 1900|2214|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Music and Culture|2361|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| History of Music I|2362|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| History of Music II|3363|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| History of Music III|3364|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Introduction to Large Forms|3215|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Analysis|3216|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Chamber Music|4100|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Independent Study|4198|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Instrumental Conducting I|4230|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Performance Pedagogy|4250|MUSI|Requirements|Instrumental Performance (Winds, Brass, Strings, Percussion)
Applied Music, B.M.|applied-music-b-m| Group Piano I|1160|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Group Piano II|1161|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Group Piano III|2160|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Group Piano IV|2161|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Aural Skills I|1170|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Aural Skills II|1171|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Aural Skills III|2170|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Aural Skills IV|2171|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Theory I|1310|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Theory II|1311|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Vocal Diction|2101|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Theory III|2210|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Techniques of Music Since 1900|2214|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Music and Culture|2361|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| History of Music I|2362|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| History of Music II|3363|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| History of Music III|3364|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Introduction to Large Forms|3215|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Acting for Opera|4102|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Independent Study|4198|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Choral Conducting I|4220|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Performance Pedagogy|4250|MUSI|Requirements|Vocal Performance
Applied Music, B.M.|applied-music-b-m| Art Song Repertoire|4370|MUSI|Requirements|Vocal Performance
Architecture, B.Arch.|architecture-b-arch| Introduction to Architecture Design, Industrial Design, & Interior Arch|1200|ARCH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Design Studio I|1500|ARCH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| First Year Writing I|1303|ENGL|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| The U S To 1877|1377|HIST|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| College Algebra|1310|MATH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Design Since 1945|1359|ARCH|Spring Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Design Studio II|1501|ARCH|Spring Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| First Year Writing II|1304|ENGL|Spring Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| The U S Since 1877|1378|HIST|Spring Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Precalculus|1330|MATH|Spring Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Architecture and Interior Architecture Design Studio III|2500|ARCH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Technology I|2327|ARCH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Survey of Architectural History I|2350|ARCH|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Introductory General Physics I|1301|PHYS|Fall Semester|Foundation
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio IV|2501|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Technology 2|2328|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Survey of Architectural History II|2351|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Programming & Bldg Regulations|2230|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Introductory General Physics II|1302|PHYS|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio V|3500|ARCH|Fall Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Technology 3|3327|ARCH|Fall Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| U.S. and Texas Constitution and Politics|1336|POLS|Fall Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio VI|3501|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Technology 4|3328|ARCH|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| U.S. Government: Congress, President, and Courts|1337|POLS|Spring Semester|Intermediate
Architecture, B.Arch.|architecture-b-arch| Comprehensive Design Studio|4510|ARCH|Fall Semester|Comprehensive Design
Architecture, B.Arch.|architecture-b-arch| Urban Environments|4373|ARCH|Fall Semester|Comprehensive Design
Architecture, B.Arch.|architecture-b-arch| Technology 5|4327|ARCH|Fall Semester|Comprehensive Design
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio IX|5500|ARCH|Spring Semester|Professional
Architecture, B.Arch.|architecture-b-arch| Technology 6 Practice of Architecture|4328|ARCH|Spring Semester|Professional
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio IX|5500|ARCH|Fall Semester|Professional
Architecture, B.Arch.|architecture-b-arch| Technology 7|5327|ARCH|Fall Semester|Professional
Architecture, B.Arch.|architecture-b-arch| Architecture Design Studio IX|5500|ARCH|Spring Semester|Professional
Art, B.A.|art-b-a| Art and Society: Prehistoric to Gothic|1380|ARTH|Mandated|Art History: Four courses (12 Hours)
Art, B.A.|art-b-a| Art and Society: Renaissance to Modern|1381|ARTH|Mandated|Art History: Four courses (12 Hours)
Art, B.A.|art-b-a| Fundamentals of Drawing|1301|ART|Mandated|Fundamentals: Five 1000 level studio courses (15 hours)
Art, B.A.|art-b-a| Fundamentals of Sculpture|1360|ART|Mandated|Fundamentals: Five 1000 level studio courses (15 hours)
Art, B.A.|art-b-a| Fundamentals of Painting|1304|ART|Recommended|Fundamentals: Five 1000 level studio courses (15 hours)
Art, B.A.|art-b-a| Fundamentals of Ceramics|1350|ART|Recommended|Fundamentals: Five 1000 level studio courses (15 hours)
Art, B.A.|art-b-a| Fundamentals of Photography/Digital Media|1371|ART|Recommended|Fundamentals: Five 1000 level studio courses (15 hours)
Art, B.A.|art-b-a| Fundamentals of Digital Tools|1382|ART|Recommended|Fundamentals: Five 1000 level studio courses (15 hours)
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introduction to Biological Science Laboratory|1161|BIOL|Biology:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introduction to Biological Science Laboratory|1162|BIOL|Biology:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introduction to Biological Science|1361|BIOL|Biology:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introduction to Biological Science|1362|BIOL|Biology:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Genetics|3301|BIOL|Biology:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Chemistry Laboratory|1111|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Chemistry Laboratory|1112|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Chemistry|1331|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Chemistry 2|1332|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Organic Chemistry Laboratory|3221|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Organic Chemistry Laboratory|3222|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Organic Chemistry|3331|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Fundamentals of Organic Chemistry|3332|CHEM|Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Calculus I|1431|MATH|Mathematics/Statistics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Calculus II|1432|MATH|Mathematics/Statistics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Calculus III|2433|MATH|Mathematics/Statistics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Probability|3338|MATH|Mathematics/Statistics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Statistics for the Sciences|3339|MATH|Mathematics/Statistics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| General Physics Laboratory I|1101|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| General Physics Laboratory II|1102|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introductory General Physics I|1301|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Introductory General Physics II|1302|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| University Physics I|1321|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Physics Laboratory I|1121|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| University Physics II|1322|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Physics Laboratory II|1122|PHYS|Physics:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Physical Chemistry I|4370|CHEM|Physical Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Survey of Physical Chemistry|4373|CHEM|Physical Chemistry:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Biochemistry I Laboratory|3201|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| General Biochemistry I|3304|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| General Biochemistry II|3305|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Biophysics|4304|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Nucleic Acids|4306|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Proteins|4307|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
Biochemical and Biophysical Sciences, B.A.|biochemical-and-biophysical-sciences-b-a| Biochemistry Lab II|4311|BCHS|Biochemical and Biophysical Sciences:|Additional Requirements
