program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| International Risk Management|4355|FINA|Finance  Risk Management & Insurance Track Major Coursework (36 Credit Hours) and Certificate (21 Credit Hours)|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Insurance Operations|4356|FINA|Finance  Risk Management & Insurance Track Major Coursework (36 Credit Hours) and Certificate (21 Credit Hours)|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Commercial Property|4358|FINA|Finance  Risk Management & Insurance Track Major Coursework (36 Credit Hours) and Certificate (21 Credit Hours)|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Energy Insurance and Risk Management|4359|FINA|Finance  Risk Management & Insurance Track Major Coursework (36 Credit Hours) and Certificate (21 Credit Hours)|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Selected Topics in Finance|4397|FINA|Finance  Risk Management & Insurance Track Major Coursework (36 Credit Hours) and Certificate (21 Credit Hours)|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| First Year Writing I|1303|ENGL|UH Core Courses & College Requirements|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| First Year Writing II|1304|ENGL|UH Core Courses & College Requirements|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Connecting Bauer to Business|3302|GENB|UH Core Courses & College Requirements|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Psychology|1300|PSYC|UH Core Courses & College Requirements|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Sociology|1300|SOC|UH Core Courses & College Requirements|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Computers and Management Information Systems|3300|MIS|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Finite Math with Applications|1313|MATH|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Calculus for Business and the Life Sciences|1314|MATH|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Calculus I|1431|MATH|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate|Financial|2331|ACCT|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Accounting Principles 2 -Managerial|2332|ACCT|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Microeconomic Principles|2304|ECON|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Macroeconomic Principles|2305|ECON|Pre-Business Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Statistical Analysis for Business Applications I|3331|STAT|Statistics 3331 - Statistical Analysis for Business Applications|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| The United States To 1877|1376|HIST|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| The U S To 1877|1377|HIST|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| The U S Since 1877|1378|HIST|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| The United States Since 1877|1379|HIST|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| U.S. and Texas Constitution and Politics|1336|POLS|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| U.S. Government: Congress, President, and Courts|1337|POLS|Additional UH Core Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Service and Manufacturing Operations|3301|SCM|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Principles of Financial Management|3332|FINA|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Organizational Behavior and Management|3335|MANA|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Marketing|3336|MARK|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Professional Selling|3337|MARK|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Business and Professional Communication|3356|COMM|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Introduction to Global Business|3354|INTB|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Global Environment of Business|3355|INTB|Advanced-Level Business Required Courses|Additional Requirements
Finance, B.B.A. - Risk Management & Insurance Track and Certificate|finance-b-b-a-risk-management-insurance-track-and-certificate| Business Law and Ethics|4350|GENB|Advanced-Level Business Required Courses|Additional Requirements
Geology, B.S.|geology-b-s| Fundamentals of Chemistry Laboratory|1111|CHEM|Chemistry:|Requirements
Geology, B.S.|geology-b-s| Fundamentals of Chemistry Laboratory|1112|CHEM|Chemistry:|Requirements
Geology, B.S.|geology-b-s| Fundamentals of Chemistry|1331|CHEM|Chemistry:|Requirements
Geology, B.S.|geology-b-s| Fundamentals of Chemistry 2|1332|CHEM|Chemistry:|Requirements
Geology, B.S.|geology-b-s| Calculus I|1431|MATH|Mathematics:|Requirements
Geology, B.S.|geology-b-s| Calculus II|1432|MATH|Mathematics:|Requirements
Geology, B.S.|geology-b-s| Calculus III|2433|MATH|Mathematics:|Requirements
Geology, B.S.|geology-b-s| University Physics I|1321|PHYS|Physics:|Requirements
Geology, B.S.|geology-b-s| Physics Laboratory I|1121|PHYS|Physics:|Requirements
Geology, B.S.|geology-b-s| University Physics II|1322|PHYS|Physics:|Requirements
Geology, B.S.|geology-b-s| Physics Laboratory II|1122|PHYS|Physics:|Requirements
Geology, B.S.|geology-b-s| Physical Geology Lab|1130|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Physical Geology|1330|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Paleobiology Laboratory|3130|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Structural Geology Laboratory|3145|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Principles of Stratigraphy Laboratory|3150|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Paleobiology|3330|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Geologic Field Methods|3340|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Structural Geology|3345|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Stratigraphy|3350|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Field Geology I|3355|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Field Geology II|3360|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Mineralogy|3370|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Petrography|3372|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Igneous and Metamorphic Petrogenesis|3373|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Sedimentary Petrogenesis|3374|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Introduction to Geophysics|4330|GEOL|Geology:|Requirements
Geology, B.S.|geology-b-s| Environmental Geology|3331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Environmental Hydrogeology|3338|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Oceanography|3377|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Remote Sensing|3383|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Introduction to Geographic Information Systems|4331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Introduction to Depositional Models|4358|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Environmental Geochemistry|4365|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Introduction to Petroleum Geology|4382|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geology, B.S.|geology-b-s| Selected Topics-Geology|4397|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
Geophysics, B.S.|geophysics-b-s| Fundamentals of Chemistry Laboratory|1111|CHEM|Chemistry:|Requirements
Geophysics, B.S.|geophysics-b-s| Fundamentals of Chemistry Laboratory|1112|CHEM|Chemistry:|Requirements
Geophysics, B.S.|geophysics-b-s| Fundamentals of Chemistry|1331|CHEM|Chemistry:|Requirements
Geophysics, B.S.|geophysics-b-s| Fundamentals of Chemistry 2|1332|CHEM|Chemistry:|Requirements
Geophysics, B.S.|geophysics-b-s| Calculus I|1431|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| Calculus II|1432|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| Calculus III|2433|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| Engineering Mathematics|3321|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Partial Differential Equations|3363|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Complex Analysis|3364|MATH|Mathematics:|Requirements
Geophysics, B.S.|geophysics-b-s| University Physics I|1321|PHYS|Physics:|Requirements
Geophysics, B.S.|geophysics-b-s| Physics Laboratory I|1121|PHYS|Physics:|Requirements
Geophysics, B.S.|geophysics-b-s| University Physics II|1322|PHYS|Physics:|Requirements
Geophysics, B.S.|geophysics-b-s| Physics Laboratory II|1122|PHYS|Physics:|Requirements
Geophysics, B.S.|geophysics-b-s| Physical Geology Lab|1130|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Physical Geology|1330|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Geologic Field Methods|3340|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Structural Geology|3345|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Stratigraphy|3350|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Rocks and Minerals|3325|GEOL|Geology:|Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Geophysics|4330|GEOL|Geophysics:|Requirements
Geophysics, B.S.|geophysics-b-s| Geophysical Field Camp|4355|GEOL|Geophysics:|Requirements
Geophysics, B.S.|geophysics-b-s| Geophysical Signals and Analysis|4381|GEOL|Geophysics:|Requirements
Geophysics, B.S.|geophysics-b-s| Global Seismology|4370|GEOL|Geophysics:|Requirements
Geophysics, B.S.|geophysics-b-s| Remote Sensing|3383|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Geoscience Applications of GPS and LIDAR|4332|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Groundwater and Engineering Geophysics|4379|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Petroleum Seismic Exploration|4380|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Marine Geophysics|4385|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Environmental Geology|3331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Environmental Hydrogeology|3338|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Oceanography|3377|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Remote Sensing|3383|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Geographic Information Systems|4331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Depositional Models|4358|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Environmental Geochemistry|4365|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Introduction to Petroleum Geology|4382|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Geophysics, B.S.|geophysics-b-s| Selected Topics-Geology|4397|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Media and Society|1301|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Introduction to Communication Theory|1302|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Communication Research Methods|2300|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Communication Law & Ethics|4303|COMM|Jack J. Valenti School Requirements (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Writing for Print and Digital Media|2310|COMM|Heath Communication Requirements: (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Health Communication|3300|COMM|Heath Communication Requirements: (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Health Literacy|3303|COMM|Heath Communication Requirements: (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Health Campaigns|3340|COMM|Heath Communication Requirements: (12 hours)|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Doctor-Patient Interaction|3301|COMM|Required Electives: 6 hours (two courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| E-Health and Telemedicine|3302|COMM|Required Electives: 6 hours (two courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Multicultural Health Communication|3304|COMM|Required Electives: 6 hours (two courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Crisis Communication|4335|COMM|Required Electives: 6 hours (two courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Food As Communication|2383|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Small Group Process|3352|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Information & Communication Technologies I|3353|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Business and Professional Communication|3356|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Leadership Communication & Organizations|3358|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Media Effects|3376|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Persuasion|4331|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Organizational Communication|4355|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Understanding Publics|4377|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Professional Internship|4392|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Selected Topics Communication|4397|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Independent Study|4398|COMM|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Literature and Medicine|4371|ENGL|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Women's Health Issues|4306|HLT|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Understanding Cancer|4308|HLT|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Readings in Medicine and Society|3301|HON|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health Communication, B.A.|health-communication-b-a| Introduction to the Sociology of Health Care|3380|SOC|Required Electives: 9 hours (three courses) from:|Additional Requirements
Health, B.S.|health-b-s| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Introduction to Public Health|2320|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| HLT Behavior Theory & Practice|3301|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Environmental Health|3306|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Culture and Health|3380|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Health Promotion and Disease Prevention|3381|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Measrmnt Techniqs-Hlt|4307|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Found of Epi in Public Health|4317|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Administration of Health Services|4320|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Personal Health|1353|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Emrgency Care&First Aid|2310|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Health of Elem Sch Child|3303|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Adol Health Issues|3304|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Asian American Health Issues|3330|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Health Aspects of Human Sexuality|4302|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| The Obesity Epidemic|4303|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Women's Health Issues|4306|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Understanding Cancer|4308|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Health Disparities|4309|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Program Planning for the Health Professions|4310|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Field Wrk in Com Hlth|4393|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| Selected Topics in Health|4397|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
Health, B.S.|health-b-s| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Personal Health|1353|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Introduction to Public Health|2320|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| HLT Behavior Theory & Practice|3301|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Health Promotion and Disease Prevention|3381|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Measrmnt Techniqs-Hlt|4307|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Program Planning for the Health Professions|4310|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Field Wrk in Com Hlth|4392|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Emrgency Care&First Aid|2310|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Health of Elem Sch Child|3303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Adol Health Issues|3304|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Environmental Health|3306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Asian American Health Issues|3330|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Culture and Health|3380|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Health Aspects of Human Sexuality|4302|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| The Obesity Epidemic|4303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Women's Health Issues|4306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Understanding Cancer|4308|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Health Disparities|4309|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Found of Epi in Public Health|4317|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Administration of Health Services|4320|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Field Wrk in Com Hlth|4393|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Selected Topics in Health|4397|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Fundamentals of Public Speaking|1332|COMM|Approved Electives|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| Writing for Print and Digital Media|2310|COMM|Approved Electives|Health Promotion Track Degree Plan
Health, B.S.|health-b-s| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Personal Health|1353|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
Health, B.S.|health-b-s| Introduction to Public Health|2320|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
